Local authority,Library name,Address 1,Address 2,Address 3,Postcode,Unique property reference number,Statutory,Library type,Year opened,Year closed,Monday staffed hours,Tuesday staffed hours,Wednesday staffed hours,Thursday staffed hours,Friday staffed hours,Saturday staffed hours,Sunday staffed hours,Monday unstaffed hours,Tuesday unstaffed hours,Wednesday unstaffed hours,Thursday unstaffed hours,Friday unstaffed hours,Saturday unstaffed hours,Sunday unstaffed hours,Special hours,Co-located,Co-located with,Notes,URL,Email address
Clackmannanshire,Alloa Speirs Centre,Primrose Place,,Alloa,FK10 1AD,,No,LAL,,,,,,,,,,,,,,,,,,No,,,http://www.clacksweb.org.uk/culture/alloaspeirscentre/,
Clackmannanshire,Alva Community Centre Access Point,153 West Stirling Street,,Alva,FK12 5AN,,No,LAL,,,,,,,,,,,,,,,,,,No,,,http://www.clacksweb.org.uk/culture/alvacap/,
Clackmannanshire,Dollar Community Access Point,Dollar Civic Centre,,Park Place,FK14 7AA,,No,LAL,,,,,,,,,,,,,,,,,,No,,,http://www.clacksweb.org.uk/culture/dollarcap/,
Clackmannanshire,Menstrie Community Access Point,Dumyat Community Centre,,Main Street East,FK11 7BL,,No,LAL,,,,,,,,,,,,,,,,,,No,,,http://www.clacksweb.org.uk/culture/menstriecap/,
Clackmannanshire,Sauchie Community Access Point,42-48 Main Street,,Sauchie,FK10 3JY,,No,LAL,,,,,,,,,,,,,,,,,,No,,,http://www.clacksweb.org.uk/culture/sauchiecap/,
Clackmannanshire,Tillicoultry Ben Cleuch Centre,Ben Cleuch Centre ,,Park Street,FK13 6AG,,No,LAL,,,,,,,,,,,,,,,,,,No,,,http://www.clacksweb.org.uk/culture/tillicoultrycap/,
Clackmannanshire,Tullibody Library,Tullibody Civic Centre,,Abercromby Place,FK10 2RS,,No,LAL,,,,,,,,,,,,,,,,,,No,,,http://www.clacksweb.org.uk/culture/tullibodylibrary/,
