Local authority,Library name,Address 1,Address 2,Address 3,Postcode,Unique property reference number,Statutory,Library type,Year opened,Year closed,Monday staffed hours,Tuesday staffed hours,Wednesday staffed hours,Thursday staffed hours,Friday staffed hours,Saturday staffed hours,Sunday staffed hours,Monday unstaffed hours,Tuesday unstaffed hours,Wednesday unstaffed hours,Thursday unstaffed hours,Friday unstaffed hours,Saturday unstaffed hours,Sunday unstaffed hours,Co-located,Co-located with,Notes,URL,Email address
Shetland Islands,Baltasound Community Library,Baltasound Junior High School,,Unst,ZE2 9DY,,Yes,LAL,,,,,,,,,,,,,,,,,No,,,http://www.shetland-library.gov.uk/OpeningHours.asp,
Shetland Islands,Lerwick Library,Lower Hillhead,,Lerwick,ZE1 0EL,,Yes,LAL,,,,,,,,,,,,,,,,,No,,,http://www.shetland-library.gov.uk/OpeningHours.asp,
Shetland Islands,Yell Community Library,Mid Yell Junior High School ,,Mid Yell,ZE2 9BN,,Yes,LAL,,,,,,,,,,,,,,,,,No,,,http://www.shetland-library.gov.uk/OpeningHours.asp,
