Local authority,Library name,Address 1,Address 2,Address 3,Postcode,Unique property reference number,Statutory,Library type,Year opened,Year closed,Monday staffed hours,Tuesday staffed hours,Wednesday staffed hours,Thursday staffed hours,Friday staffed hours,Saturday staffed hours,Sunday staffed hours,Monday unstaffed hours,Tuesday unstaffed hours,Wednesday unstaffed hours,Thursday unstaffed hours,Friday unstaffed hours,Saturday unstaffed hours,Sunday unstaffed hours,Co-located,Co-located with,Notes,URL,Email address
Orkney Islands,Kirkwall Library,44 Junction Road,,Kirkwall,KW15 1AG,,Yes,LAL,,,,,,,,,,,,,,,,,No,,,http://www.orkneylibrary.org.uk/html/kirklibrary.htm,
Orkney Islands,Stromness Library,Warehouse Buildings ,,2 -12 Victoria Street,KW16 3AA,,Yes,LAL,,,,,,,,,,,,,,,,,No,,,http://www.orkneylibrary.org.uk/html/stromlibrary.htm,
