WKT,fid,id,building_theme,classification,distinctive_name,feature_code
"POLYGON ((339705.6 731849.45,339702.5 731849.15,339699.75 731849.4,339696.25 731850.35,339694.05 731851.35,339692.0 731852.8,339690.85 731853.95,339690.05 731854.95,339688.4 731857.8,339687.3 731860.75,339687.05 731861.85,339686.95 731866.7,339677.16 731867.12,339680.12 731848.95,339688.54 731839.95,339705.55 731839.45,339709.3 731840.95,339705.6 731849.45))","8296",AAD1391B-CD4B-447B-8F55-405237A1932C,Cultural Facility,Library,,"15024"
"POLYGON ((325495.33 1009216.0,325503.26 1009236.59,325493.47 1009240.35,325496.06 1009247.39,325505.11 1009244.59,325507.62 1009252.71,325488.66 1009258.57,325475.96 1009223.7,325495.33 1009216.0))","8301",9FB63C4E-5367-4717-8FD0-74334AB9AAB2,Cultural Facility,Library,The Stromness Library,"15024"
"POLYGON ((294493.54 712907.86,294493.01 712908.66,294484.65 712920.82,294472.0 712912.2,294481 712899,294493.54 712907.86))","8424",A31800AA-ADD5-45B3-A331-3B899C364F37,Cultural Facility,Library,,"15024"
"POLYGON ((278306.4 854942.72,278311.9 854937.96,278315.09 854941.64,278309.58 854946.4,278306.4 854942.72))","8443",0D24CDEB-D22F-4372-A8FC-400E4CB26840,Cultural Facility,Library,,"15024"
"POLYGON ((399456.05 848218.05,399449.66 848211.54,399449.88 848184.9,399482.85 848185.18,399482.98 848164.61,399519.13 848164.91,399518.93 848188.45,399491.03 848188.22,399490.78 848218.34,399456.05 848218.05))","8464",639BB56A-34EC-4970-AA48-0B87C87C442C,Cultural Facility,Library,,"15024"
"POLYGON ((389486.0 812748.8,389483.3 812729.85,389502.41 812727.26,389504.9 812746.1,389486.0 812748.8))","8467",BF4A747F-E5E4-4BF1-AD78-F59C8AD1D8B4,Cultural Facility,Library,,"15024"
"POLYGON ((395741.0 830568.2,395743.4 830553.1,395755.5 830555.0,395751.36 830580.97,395732.12 830577.96,395733.9 830567.07,395741.0 830568.2))","8565",B8E89ADF-3A1E-46C3-B394-3FB83DA676FD,Cultural Facility,Library,Ellon Library,"15024"
"POLYGON ((391822.99 796246.51,391824.43 796247.75,391833.12 796237.55,391798.84 796208.44,391808.44 796197.15,391840.74 796224.95,391840.79 796224.91,391841.1 796225.18,391843.49 796222.48,391848.25 796218.19,391855.32 796213.69,391839.14 796166.32,391857.29 796159.95,391864.69 796181.35,391875.03 796202.31,391877.16 796209.75,391883.65 796210.93,391889.4 796212.94,391911.99 796224.85,391919.21 796211.4,391933.22 796218.92,391907.6 796266.8,391890.12 796257.39,391895.09 796248.08,391877.74 796238.9,391873.12 796238.07,391871.12 796238.26,391869.18 796238.77,391867.79 796239.36,391866.08 796240.4,391864.54 796241.74,391863.28 796243.26,391861.71 796246.01,391869.41 796250.13,391854.75 796277.58,391870.94 796286.29,391861.93 796303.13,391818.16 796279.76,391817.16 796281.57,391812.61 796277.7,391794.2 796299.2,391775.86 796283.44,391814.08 796238.87,391822.99 796246.51))","8604",4A3EE97B-C4C6-4222-956B-C3158A1C040F,Cultural Facility,Library,,"15024"
"POLYGON ((278087.92 881930.7,278088.59 881930.1,278098.89 881938.06,278089.02 881951.48,278078.41 881943.37,278087.92 881930.7))","8620",5B9F43C7-6C2B-4B4E-BE8E-A47421BB733A,Cultural Facility,Library,,"15024"
"POLYGON ((387201.03 785856.22,387200.26 785881.54,387187.34 785881.15,387188.12 785855.75,387201.03 785856.22))","8640",4DC65086-4FBE-4AC7-ABF7-A4B4A2FC2802,Cultural Facility,Library,,"15024"
"POLYGON ((327132.97 700980.45,327121.82 700992.76,327107.05 700979.6,327106.9 700974.75,327124.9 700973.35,327132.97 700980.45))","8668",07CB8745-BA33-40D7-9FB6-869EF6EDA7E8,Cultural Facility,Library,Rothes Hall Library,"15024"
"POLYGON ((278190.8 701289.61,278185.2 701300.05,278179.66 701297.08,278185.26 701286.64,278190.8 701289.61))","8724",5F613E16-84B0-4742-86B2-C2EB3253788E,Cultural Facility,Library,The Leighton Library,"15024"
"POLYGON ((362643.73 852515.34,362639.68 852522.84,362629.68 852517.42,362633.8 852509.9,362643.73 852515.34))","8775",DC658153-1282-4D1E-AF55-9B62661815CB,Cultural Facility,Library,,"15024"
"POLYGON ((303136.96 741805.68,303141.75 741822.29,303144.44 741823.06,303145.14 741823.38,303146.0 741823.93,303146.57 741824.43,303147.39 741825.41,303147.93 741826.41,303151.82 741839.51,303151.72 741845.68,303149.51 741847.09,303148.33 741847.51,303151.35 741858.75,303132.29 741841.43,303131.92 741840.18,303127.65 741841.44,303118.66 741811.18,303136.96 741805.68))","8796",6AD9941D-879E-40D0-819B-D2966E2F5CD5,Cultural Facility,Library,,"15024"
"POLYGON ((390237.51 807273.56,390238.15 807265.75,390238.95 807265.5,390239.7 807265.1,390243.01 807262.23,390264.55 807282.32,390259.52 807287.73,390246.15 807275.25,390244.25 807274.15,390237.51 807273.56))","8801",C6194BA8-46F4-4129-820E-073D4A0E74AC,Cultural Facility,Library,,"15024"
"POLYGON ((318639.53 693708.67,318660.73 693712.92,318652.97 693751.58,318581.75 693738.25,318587.35 693710.84,318600.24 693713.25,318601.2 693708.7,318601.05 693688.46,318616.9 693691.55,318621.48 693688.2,318626.88 693695.77,318624.15 693697.45,318624.83 693698.33,318640.95 693701.57,318639.53 693708.67))","8878",CE173CDD-E468-4329-A8F9-0C16BBBB011C,Cultural Facility,Library,,"15024"
"POLYGON ((210603.26 776232.61,210612.28 776240.91,210610.96 776246.28,210588.59 776270.58,210599.32 776280.45,210587.83 776292.94,210566.13 776272.97,210603.26 776232.61))","8894",9DBBF7F2-DB7F-4174-8129-525B03F17E49,Cultural Facility,Library,,"15024"
"POLYGON ((404145.51 865066.16,404159.75 865060.52,404163.47 865069.9,404149.23 865075.54,404145.51 865066.16))","8900",0FF646BB-9273-4045-907E-9CED3A5BFB62,Cultural Facility,Library,,"15024"
"POLYGON ((351495.0 866889.4,351491.09 866898.63,351482.68 866895.06,351486.59 866885.83,351495.0 866889.4))","8956",A2E86A05-DBD6-4AA2-952C-560F88DE4BC2,Cultural Facility,Library,,"15024"
"POLYGON ((360072.09 760285.75,360073.78 760278.03,360061.17 760275.27,360063.63 760264.02,360097.08 760271.14,360099.62 760272.18,360097.57 760280.39,360085.96 760277.49,360083.72 760288.3,360072.09 760285.75))","8958",179B41AC-3DFD-42E3-A6D1-F16A26EB921B,Cultural Facility,Library,,"15024"
"POLYGON ((549048.81 178286.96,549064.88 178288.29,549063.49 178303.37,549047.47 178301.95,549048.81 178286.96))","9085",D7079DB4-F192-4E3D-B360-B511EF4FF298,Cultural Facility,Library,Upper Belvedere Community Library,"15024"
"POLYGON ((546459.35 171729.25,546475.2 171760.0,546449.75 171773.1,546433.95 171742.35,546459.35 171729.25))","9389",25E9B413-B479-49C0-9744-050E13426000,Cultural Facility,Library,Sidcup Library,"15024"
"POLYGON ((522338.62 249207.64,522352.14 249206.74,522352.59 249213.5,522339.07 249214.4,522338.62 249207.64))","9417",6F8C08CE-3359-45B6-8F25-A1B31E9D9380,Cultural Facility,Library,Potton Library,"15024"
"POLYGON ((250101.75 56378.26,250086.77 56377.07,250087.44 56367.1,250102.43 56368.29,250101.75 56378.26))","9472",171CF8F3-651F-482F-8199-920F47CA7C7E,Cultural Facility,Library,,"15024"
"POLYGON ((369058.04 402084.83,369057.84 402070.58,369076.04 402070.13,369076.1 402071.2,369076.89 402084.45,369058.04 402084.83))","9658",E740BD34-7B9F-4ACF-B4F4-329FB27AC6DE,Cultural Facility,Library,Tyldesley Library,"15024"
"POLYGON ((558518.41 139518.95,558519.35 139524.9,558520.33 139530.99,558506.96 139532.76,558507.55 139535.75,558508.05 139537.2,558508.4 139539.33,558508.45 139539.85,558508.35 139541.05,558508.1 139542.1,558507.75 139543.1,558507.3 139544.05,558506.66 139544.99,558505.1 139545.16,558505.3 139547.0,558506.55 139558.25,558492.85 139558.15,558488.9 139524.25,558518.06 139516.76,558518.41 139518.95))","9729",73843B9C-BB45-4AD9-B956-23CA1FD437CF,Cultural Facility,Library,Tunbridge Wells Library,"15024"
"POLYGON ((311970.13 168325.23,311970.93 168274.64,312017.61 168275.1,312017.0 168298.3,311994.2 168298.1,311993.89 168325.51,311970.13 168325.23))","9928",46180DB4-B68A-40CD-8501-3F8E48230D51,Cultural Facility,Library,County Library Llyfrgell y Sir,"15024"
"POLYGON ((375875.86 193217.96,375886.28 193217.03,375888.21 193238.38,375877.8 193239.32,375875.86 193217.96))","9956",4ED452D7-967B-4124-B1FC-B7C34EFDE044,Cultural Facility,Library,Wotton-under-Edge Library,"15024"
"POLYGON ((433145.47 390140.49,433157.76 390114.51,433180.9 390125.44,433174.65 390138.75,433159.46 390131.58,433153.45 390144.25,433145.47 390140.49))","9997",2DA435C7-D73D-4930-8706-0B1DBB8E36E3,Cultural Facility,Library,Hillsborough Hall,"15024"
"POLYGON ((439317.22 387910.97,439319.26 387924.89,439293.6 387928.36,439291.79 387914.36,439317.22 387910.97))","10103",C3433380-E723-4BC9-AE7D-8CC4E0B334C4,Cultural Facility,Library,Darnall Library,"15024"
"POLYGON ((549770.4 191050.95,549763.4 191072.2,549748.3 191067.3,549755.35 191045.95,549770.4 191050.95))","10178",3D51ABBD-CDED-4112-8666-D5EA3CEAC817,Cultural Facility,Library,Collier Row Library,"15024"
"POLYGON ((511115.97 445341.99,511139.7 445340.62,511140.37 445352.2,511116.63 445353.57,511115.97 445341.99))","10192",BE5DCCC4-AAC1-43EC-9A2E-2F8ACCE69466,Cultural Facility,Library,,"15024"
"POLYGON ((399001.39 451800.25,399003.92 451811.55,398989.36 451815.26,398986.61 451803.81,399001.39 451800.25))","10228",6DB01395-8EE7-4E27-A758-DF47A0F457D1,Cultural Facility,Library,Skipton Library,"15024"
"POLYGON ((580856.3 187115.55,580847.3 187120.88,580842.44 187112.68,580830.1 187119.97,580824.07 187109.81,580845.38 187097.15,580856.3 187115.55))","10318",C5DA038E-3889-4600-AD79-12E3DA03609D,Cultural Facility,Library,Hadleigh Library,"15024"
"POLYGON ((430119.8 277515.45,430124.22 277497.46,430131.86 277499.34,430127.44 277517.33,430119.8 277515.45))","10352",99D86A94-56A1-4A86-B7E3-BE97F664CC18,Cultural Facility,Library,Canley Library,"15024"
"POLYGON ((430634.56 297934.73,430620.16 297940.49,430614.61 297926.35,430631.28 297919.77,430633.71 297927.24,430632.27 297927.76,430634.56 297934.73))","10360",F3CE50F4-34F9-4227-88C4-3F7BF240CF38,Cultural Facility,Library,Atherstone Library,"15024"
"POLYGON ((349383.23 312815.57,349365.1 312831.2,349348.31 312811.33,349361.24 312801.16,349361.25 312801.15,349360.35 312800.05,349354.07 312792.17,349353.96 312792.24,349353.01 312791.08,349359.17 312786.04,349360.81 312788.06,349383.23 312815.57))","10418",371B877C-CBF5-4879-95A9-20627BFF9C63,Cultural Facility,Library,Shrewsbury Library,"15024"
"POLYGON ((250045.51 666722.62,250050.41 666729.51,250038.97 666737.68,250023.55 666716.0,250034.99 666707.84,250041.12 666716.44,250038.35 666718.4,250042.73 666724.59,250045.51 666722.62))","10423",09860EE5-54F6-41FF-8F16-DDAA36E8DF2B,Cultural Facility,Library,Renfrew Library,"15024"
"POLYGON ((262960.94 659594.07,262964.85 659606.7,262955.34 659609.64,262951.41 659596.93,262960.94 659594.07))","10450",9DE24FAF-69E3-4521-AF59-294AC7C88883,Cultural Facility,Library,,"15024"
"POLYGON ((254670.66 688709.38,254667.74 688725.54,254656.47 688723.51,254659.38 688707.35,254670.66 688709.38))","10458",2FA6060B-AD1F-42B2-AE79-AC480F6461A6,Cultural Facility,Library,,"15024"
"POLYGON ((248059.91 657351.25,248050.2 657340.58,248066.22 657325.73,248076.11 657336.4,248059.91 657351.25))","10488",C7F7F261-8DA8-4676-91A9-15AF59659F87,Cultural Facility,Library,Neilston Library,"15024"
"POLYGON ((409680.86 252104.99,409688.82 252104.22,409690.27 252119.09,409675.43 252120.55,409674.73 252113.36,409622.97 252118.39,409620.81 252096.0,409631.41 252094.97,409629.8 252078.18,409677.85 252073.47,409680.86 252104.99))","10650",76EC3E17-5D25-4ADE-BDF8-53F8EC367328,Cultural Facility,Library,Bidford on Avon Library,"15024"
"POLYGON ((279821.35 691555.9,279832.85 691550.4,279829.75 691543.9,279814.5 691551.3,279817.6 691557.75,279801.05 691565.7,279788.35 691539.3,279809.7 691529.05,279806.55 691522.4,279823.45 691514.25,279842.45 691553.75,279824.45 691562.4,279821.35 691555.9))","10950",A61E0220-FBC6-49C9-975B-06FA8FBC7A82,Cultural Facility,Library,,"15024"
"POLYGON ((469609.66 173687.28,469602.92 173667.82,469627.75 173659.21,469634.43 173678.71,469609.66 173687.28))","10969",1640B83F-B1CD-4CB4-B5C1-675BB49E016D,Cultural Facility,Library,Battle Library,"15024"
"POLYGON ((630930.38 164716.88,630930.49 164706.65,630930.51 164706.66,630930.57 164699.48,630936.9 164698.8,630939.09 164698.82,630940.87 164715.42,630930.38 164716.88))","10977",C99ED0C3-DB0F-4F23-A00C-35D5D16359CE,Cultural Facility,Library,Minster-in-Thanet Library,"15024"
"POLYGON ((514003.35 164650.49,514018.5 164665.69,514003.96 164680.19,513989.04 164665.16,514003.35 164650.49))","11069",589FC8D9-8FAB-4A3E-8F06-CBC6E736D30F,Cultural Facility,Library,Esher Library,"15024"
"POLYGON ((570464.37 274582.63,570447.95 274582.49,570447.86 274592.95,570462.25 274593.07,570461.91 274632.76,570440.77 274632.49,570441.29 274593.65,570402.52 274593.15,570402.92 274562.06,570449.0 274562.45,570448.94 274569.67,570464.37 274569.8,570464.37 274582.63))","11074",2B25BD06-7F15-4A74-9767-842671C0C86B,Cultural Facility,Library,,"15024"
"POLYGON ((428682.41 354015.06,428693.08 354014.29,428693.8 354024.29,428684.59 354024.95,428683.14 354024.95,428682.41 354015.06))","11084",1C6762B8-58F8-4C1E-B5F6-0F3AC5032A19,Cultural Facility,Library,,"15024"
"POLYGON ((293920.8 73022.3,293894.5 73017.65,293896.51 73006.28,293911.45 73008.94,293913.08 72999.56,293924.45 73001.55,293920.8 73022.3))","11271",95610DBD-36CB-43B6-A3AC-E1C2E3A85A52,Cultural Facility,Library,,"15024"
"POLYGON ((390580.07 163918.63,390571.21 163918.08,390572.98 163889.6,390612.84 163892.08,390611.64 163911.39,390580.64 163909.46,390580.07 163918.63),(390588.65 163898.81,390582.78 163898.44,390582.45 163903.63,390588.32 163904.0,390588.65 163898.81))","11274",CE6FCAE7-8E93-426D-8B08-27B03A9A7234,Cultural Facility,Library,Melksham Library,"15024"
"POLYGON ((302034.31 107089.35,302009.78 107102.36,302003.61 107090.72,302020.68 107081.67,302017.35 107075.38,302024.28 107071.45,302034.31 107089.35))","11458",23D461E3-E4B6-4175-8F00-057B5C4181A0,Cultural Facility,Library,Cullompton Library,"15024"
"POLYGON ((479973.97 353648.63,480004.75 353628.85,480017.25 353648.3,479986.43 353668.12,479973.97 353648.63))","11532",B7759DD5-D422-4489-8B06-E03FC9696F4F,Cultural Facility,Library,Newark Library,"15024"
"POLYGON ((457534.74 338478.61,457531.0 338481.45,457519.64 338482.96,457516.25 338472.95,457517.97 338455.41,457536.73 338457.19,457534.74 338478.61))","11549",15C9C2AE-9183-454A-A36E-6EC876FE4695,Cultural Facility,Library,Meadows Library,"15024"
"POLYGON ((511792.88 164544.36,511795.57 164571.41,511785.3 164572.43,511782.6 164545.39,511792.88 164544.36))","11595",E6AED9BE-24E9-4212-A065-529FC2E79AD7,Cultural Facility,Library,Hersham Library,"15024"
"POLYGON ((528722.82 188098.35,528732.6 188102.0,528726.15 188120.05,528716.8 188116.86,528722.82 188098.35))","11596",32032349-2FA5-4674-A512-695E4C369420,Cultural Facility,Library,Highgate Library,"15024"
"POLYGON ((587097.67 282980.52,587077.37 282964.89,587085.97 282953.71,587106.37 282969.32,587097.67 282980.52))","11617",4FCC30D0-A56A-47C6-9055-1C1C52C31458,Cultural Facility,Library,Thetford Library,"15024"
"POLYGON ((507025.9 102390.65,507026.85 102397.75,507018.25 102398.9,507019.45 102407.65,507013.19 102408.48,507011.09 102392.65,507025.9 102390.65))","11663",FB11B2DC-1B75-4EB7-AC30-15D2E4C455E4,Cultural Facility,Library,,"15024"
"POLYGON ((431905.08 567042.15,431882.62 567038.6,431887.43 567008.94,431902.48 567011.38,431899.66 567028.82,431907.02 567030.01,431905.08 567042.15))","11698",E7C5FD4F-E5DD-4E71-83B4-0BBB1455CF24,Cultural Facility,Library,Howden Library,"15024"
"POLYGON ((569880.56 183571.49,569862.42 183557.68,569875.45 183540.58,569893.58 183554.43,569880.56 183571.49))","11807",53649640-67A5-4159-BD84-48B776722EAD,Cultural Facility,Library,Corringham Library,"15024"
"POLYGON ((517767.43 174697.27,517732.03 174674.95,517740.35 174661.54,517741.0 174661.95,517765.4 174677.2,517765.4 174677.19,517775.9 174683.75,517767.43 174697.27))","12126",2FF94ECE-4833-47CE-ACC4-C2F204874B37,Cultural Facility,Library,Richmond Reference Library,"15024"
"POLYGON ((493690.22 398774.39,493679.06 398763.86,493685.61 398756.8,493691.61 398762.29,493694.99 398758.3,493700.49 398763.32,493690.22 398774.39))","12250",20907717-B883-418C-8205-EC2B35CDBFF5,Cultural Facility,Library,Kirton in Lindsey Library,"15024"
"POLYGON ((433758.66 332435.36,433769.39 332448.21,433737.5 332474.79,433726.79 332461.99,433758.66 332435.36))","12356",E79B231F-1BFA-4A1C-933F-334E2572C011,Cultural Facility,Library,Blagreaves Library,"15024"
"POLYGON ((542284.1 167639.16,542265.64 167636.32,542267.16 167626.46,542285.62 167629.3,542284.1 167639.16))","12400",B2611B1B-6EBB-428E-8AEA-02C0EA46D636,Cultural Facility,Library,Southborough Library,"15024"
"POLYGON ((549734.91 265775.42,549726.86 265773.39,549727.52 265770.8,549735.57 265772.83,549734.91 265775.42))","12429",C510B15F-E0D5-4E19-BBDF-2E49A019DC25,Cultural Facility,Library,,"15024"
"POLYGON ((422315.89 428535.57,422305.9 428546.79,422286.37 428529.06,422292.24 428522.59,422301.34 428530.79,422312.24 428518.59,422329.94 428534.49,422323.04 428542.09,422315.89 428535.57))","12509",DBE26626-9D7F-47B4-9701-D8167663B376,Cultural Facility,Library,Drighlington Community Library,"15024"
"POLYGON ((256959.3 666760.6,256958.75 666770.5,256954.4 666776.5,256945.05 666780.15,256938.93 666779.46,256933.37 666775.79,256930.44 666770.92,256933.34 666746.83,256942.27 666744.22,256943.75 666749.3,256947.5 666749.6,256950.75 666750.65,256951.95 666751.2,256955.2 666753.6,256959.3 666760.6))","12567",FD8A981C-857A-4DF3-AD61-E8BC244381B3,Cultural Facility,Library,,"15024"
"POLYGON ((646033.26 256917.31,646021.13 256915.91,646015.49 256910.66,646024.8 256900.87,646029.76 256905.51,646032.76 256905.31,646032.96 256908.31,646035.66 256910.91,646033.06 256913.61,646033.26 256917.31))","12794",F45EAFF8-F2DC-415C-97C8-20C9680B3107,Cultural Facility,Library,Aldeburgh Library,"15024"
"POLYGON ((546449.78 180854.97,546445.04 180848.66,546471.79 180828.62,546482.39 180842.09,546493.77 180833.52,546512.65 180857.93,546500.3 180868.1,546506.33 180876.16,546480.16 180896.15,546473.85 180887.8,546465.95 180893.8,546456.91 180881.83,546441.33 180893.65,546425.76 180872.89,546449.78 180854.97))","12810",C38DFF0D-0FC1-4151-971F-7D99F75CF52C,Cultural Facility,Library,Thamesmead Leisure Centre and Library,"15024"
"POLYGON ((304822.05 183181.77,304762.23 183164.82,304766.51 183149.19,304758.67 183146.97,304764.4 183126.73,304796.41 183135.79,304800.79 183120.31,304807.74 183122.28,304818.82 183125.4,304812.63 183146.92,304830.45 183152.1,304822.05 183181.77))","12899",FB2CC3E8-44DE-4A5A-9D4F-98AD7F49AB85,Cultural Facility,Library,,"15024"
"POLYGON ((287646.91 246735.17,287646.92 246735.17,287643.08 246708.69,287651.92 246707.36,287652.99 246714.47,287657.78 246713.78,287679.29 246710.67,287682.49 246732.6,287674.73 246733.62,287673.27 246723.03,287655.29 246725.67,287656.89 246736.27,287667.49 246734.77,287668.92 246745.1,287641.54 246749.1,287639.69 246736.17,287646.91 246735.17))","12953",65E30BC5-44C1-45C7-835B-20FB6FD9BBC4,Cultural Facility,Library,Llanwrtyd Library,"15024"
"POLYGON ((235818.65 669858.49,235809.57 669858.71,235809.26 669846.03,235818.34 669845.81,235818.65 669858.49))","12990",B63B2974-C594-482F-B7F4-A8B0DDD37CBC,Cultural Facility,Library,,"15024"
"POLYGON ((574414.17 151073.72,574427.88 151068.75,574432.66 151082.03,574418.91 151087.1,574414.17 151073.72))","12997",6D334C68-A781-401B-9FE8-E8D6DFD7FC8E,Cultural Facility,Library,Coxheath Library,"15024"
"POLYGON ((446498.47 353026.78,446517.09 353014.89,446524.95 353026.98,446524.43 353027.31,446524.39 353027.25,446506.39 353038.93,446498.47 353026.78))","13005",68BD1262-D790-451F-89D4-D74D72E7E859,Cultural Facility,Library,Selston Library,"15024"
"POLYGON ((406325.05 286909.24,406316.75 286905.9,406263.1 286880.4,406286.91 286830.31,406294.12 286833.73,406298.37 286824.79,406352.87 286850.69,406325.05 286909.24))","13006",50D01957-5D85-4EE1-A3F7-1930D67B3095,Cultural Facility,Library,Library of Birmingham,"15024"
"POLYGON ((502566.7 195967.17,502541.54 195949.84,502550.22 195937.13,502575.4 195954.4,502566.7 195967.17))","13101",F97A1597-C77D-4E79-8018-9F5CF0049357,Cultural Facility,Library,Chorleywood Community Library,"15024"
"POLYGON ((514187.9 182505.5,514183.85 182489.6,514207.55 182483.3,514211.8 182499.35,514187.9 182505.5))","13129",EBB7ECDE-FE6F-4B15-8BB1-67CB7208C7E1,Cultural Facility,Library,Greenford Library,"15024"
"POLYGON ((420181.6 192393.31,420180.4 192397.54,420160.81 192391.9,420164.91 192378.45,420157.96 192376.33,420173.26 192326.87,420198.2 192334.47,420182.9 192388.69,420181.57 192393.31,420181.6 192393.31))","13247",1D9DFC7A-3AD3-4426-9945-00A48B752886,Cultural Facility,Library,,"15024"
"POLYGON ((315489.19 196946.33,315497.78 196936.64,315509.95 196946.85,315501.55 196956.72,315489.19 196946.33))","13259",48734DAF-C489-40C4-B62B-E354BEC8769A,Cultural Facility,Library,Pengam Library,"15024"
"POLYGON ((318096.55 667773.33,318105.21 667761.2,318125.54 667775.77,318116.94 667787.79,318096.55 667773.33))","13367",B7B42C48-8313-4234-8D4F-556F47DC9FB4,Cultural Facility,Library,Currie Library,"15024"
"POLYGON ((311231.34 553856.32,311246.43 553866.87,311233.55 553885.17,311222.89 553877.65,311218.82 553883.42,311213.03 553879.29,311218.13 553872.03,311220.59 553871.69,311231.34 553856.32))","13547",E3820BEF-E3DC-4989-B35B-BD7ABC660D6B,Cultural Facility,Library,Silloth Library,"15024"
"POLYGON ((382856.2 352658.11,382842.26 352675.99,382831.23 352667.45,382844.08 352651.08,382845.26 352649.58,382855.8 352657.8,382856.2 352658.11))","13556",827CFC6C-AEBA-4B07-A151-739E89E5F8DC,Cultural Facility,Library,Talke Library,"15024"
"POLYGON ((268273.08 550824.13,268299.33 550899.91,268288.37 550903.91,268262.43 550827.81,268273.08 550824.13))","13591",31BAF7CF-0AD4-4861-9569-A115F168DE8E,Cultural Facility,Library,,"15024"
"POLYGON ((442798.31 82822.67,442807.43 82839.47,442800.56 82843.19,442791.44 82826.4,442798.31 82822.67))","13603",7AB73658-1F72-44EF-ADFD-BC8D69354F84,Cultural Facility,Library,Village Library and Museum,"15024"
"POLYGON ((487699.67 160732.39,487682.26 160724.96,487695.99 160692.72,487713.38 160700.16,487699.67 160732.39))","13700",A7EE56F8-19EC-414F-BA82-57264E1F1674,Cultural Facility,Library,Camberley Library,"15024"
"POLYGON ((382090.71 346485.69,382064.36 346487.67,382063.71 346477.77,382082.81 346476.35,382082.41 346467.28,382089.34 346466.84,382090.71 346485.69))","13752",1EC927ED-B201-4289-AD4B-785DA8980E7C,Cultural Facility,Library,Silverdale Library,"15024"
"POLYGON ((303838.21 536413.33,303826.28 536418.37,303821.06 536406.43,303842.09 536397.52,303847.21 536409.53,303838.21 536413.33))","13834",AD797D05-6E03-4B03-8BC2-235FED106B69,Cultural Facility,Library,Maryport Library,"15024"
"POLYGON ((326175.5 390083.45,326195.78 390086.84,326190.45 390118.68,326170.17 390115.29,326175.5 390083.45))","13888",527030EC-037D-4307-B1E7-1895211954C0,Cultural Facility,Library,Moreton Library,"15024"
"POLYGON ((427983.35 206750.06,427972.94 206766.77,427960.31 206758.87,427970.77 206742.25,427983.35 206750.06))","13968",CD003D98-693B-4791-B057-96F1EEDD3BDC,Cultural Facility,Library,Carterton Library,"15024"
"POLYGON ((414309.89 130079.21,414294.97 130082.07,414293.66 130058.06,414339.73 130049.31,414344.55 130072.55,414315.63 130078.11,414309.84 130078.9,414309.89 130079.21))","14003",382EAF3F-136F-4ED8-A452-65BB145A45D0,Cultural Facility,Library,Salisbury Library,"15024"
"POLYGON ((385452.08 157551.41,385410.38 157519.81,385447.23 157471.55,385497.95 157509.65,385479.25 157534.2,385470.27 157527.34,385452.08 157551.41))","14265",C8801ED6-7B2A-46E3-B435-F74D18F6EA34,Cultural Facility,Library,Trowbridge Library,"15024"
"POLYGON ((509893.47 170167.2,509882.66 170169.21,509877.97 170144.4,509888.99 170142.36,509893.47 170167.2))","14444",60CBAC3D-ADF6-4994-8174-F1EDCB89FEF9,Cultural Facility,Library,Sunbury Library,"15024"
"POLYGON ((556561.9 148822.0,556578.2 148811.2,556582.5 148817.65,556566.15 148828.45,556561.9 148822.0))","14448",81D2AC6A-D8E2-4DFA-A7E0-4C1E21FA25A2,Cultural Facility,Library,Hildenborough Library,"15024"
"POLYGON ((488255.85 168186.85,488276.52 168190.05,488276.3 168191.45,488239.2 168185.95,488240.55 168176.95,488257.0 168179.45,488255.85 168186.85))","14512",23B89C35-025C-418D-B159-0BF6F541D6D6,Cultural Facility,Library,Harmans Water Library,"15024"
"POLYGON ((407002.07 96622.35,407036.5 96617.07,407041.1 96646.62,407021.99 96649.64,407020.52 96640.26,407005.21 96642.67,407002.07 96622.35))","14523",F9E67FA4-E3DD-49CB-AB86-7F8C954D08F0,Cultural Facility,Library,The Kinson Hub,"15024"
"POLYGON ((448245.98 413735.69,448257.74 413739.1,448253.3 413754.37,448241.54 413750.96,448245.98 413735.69))","14624",B728B618-30D4-449A-BC71-8DEEE9560F76,Cultural Facility,Library,,"15024"
"POLYGON ((570185.3 188542.56,570200.09 188545.78,570199.83 188546.97,570185.04 188543.76,570185.3 188542.56))","14635",55B0C0F4-3C6A-49E3-BBA4-04BDA1177197,Cultural Facility,Library,,"15024"
"POLYGON ((417219.28 443723.83,417226.81 443746.55,417215.0 443750.59,417207.34 443727.88,417219.28 443723.83))","14735",059C5460-13B0-4776-ABDF-29452E3B09DB,Cultural Facility,Library,Menston Library,"15024"
"POLYGON ((397942.8 292184.76,397939.04 292193.73,397934.16 292195.79,397925.82 292192.3,397936.36 292169.02,397956.7 292178.16,397951.77 292188.87,397942.8 292184.76))","14829",DA763AC3-2900-45D7-A57E-A6E6F325A86E,Cultural Facility,Library,Great Bridge Library,"15024"
"POLYGON ((456710.79 77733.38,456699.0 77727.48,456707.1 77710.8,456718.61 77716.31,456715.97 77722.35,456715.98 77722.35,456710.79 77733.38))","14846",FEED1942-28F2-4ACA-BB17-134376010C06,Cultural Facility,Library,,"15024"
"POLYGON ((431298.22 203243.12,431282.56 203239.1,431284.86 203230.11,431300.53 203234.12,431298.22 203243.12))","14887",FE76AB42-3745-4942-A8BB-381C7D34FC1C,Cultural Facility,Library,Bampton Library,"15024"
